Regulators	Fiber	RegulatorSize	FiberSize	Synchronization	numberOfConditions	meanPvalue	MeanCorrelation	MeanRegulatorCorrelation
pps; sirB	cdd; yvaF; rpsL; yabE; yojB; yhcU; rsbQ; acoR	2	8	0	102	0.113536205373324	-0.0269914717395497	-0.0438743241307949
ywmF; yqbP; mhqE	yoqH; yngL; catR; parB; ynfC; purC; aldX; sr1; ykrK; yqgN; yonI	3	11	0	115	0.147479456617753	0.0162633823033328	0.0783974612339873
ypmP	yunF; pksD; pksM; ytpP; ykvQ; mreB; trxB; bceA	1	8	0	133	0.182529608486899	0.14584568223764	-0.0616785319925901
kre; yheN	cydD; yvaV; sspO; yxeE; gsaB; purF; yycS; groES; yraE; ansA; resB; hbs	2	12	0	84	0.0764492669450867	0.0525676918988643	-0.0976485687940388
fpbO; acoL; ecsA	yjgC; divIC; glnM; mhqE; yhaJ; ykoV; yhdJ; lytT; pgcM; ald; dsdA	3	11	0	138	0.181709047557565	0.0192761592731054	-0.050202241338849
yjgB; yxiI; spoVAF	patB; rpsQ; yhcT; flhB; ydhU/2; padR; hypR; yncF; yydG; cydC; yhaX; epsJ; rplN; yvrC; yraE; sipU; glgA; tagF; yfmJ; yacO; yfkF	3	21	0	96	0.101240084839609	0.0547357039603805	-0.0651664159583791
yonK; yojK	ytcI; scoA	2	2	1	38	0.00986991261586927	0.699981546549963	0.177383986360073
purB; flhF; yhjB	atpA; yxjN; spoVID; yhjD; yraE; yuzH; yqkD; yozY; yptA; azlD; iolU; yfnI; spoIIIAF; deoR; yrzF; yfhK; yqjU; yutJ; epsJ; rplC	3	20	0	115	0.137695055081908	-0.02465849524757	0.00500073463414563
yshB; xkdB; yhcN	fpbP; ykzH; ycbN; ybgF; acuC; yopQ; yydK; sigE; yokJ	3	9	0	136	0.186683555026613	-0.000578623018267903	-0.0607569191294039
ywhA; yvcA; walJ	tagO; yqhS; epsB; ylbK; lgt	3	5	0	116	0.140942005582982	0.116747994567064	0.018984302171525
yxjB; pycA; yvdR	yutE; csoR; yhcQ; rocC; mreC; gltC; paiA; tgl	3	8	0	103	0.121405609582949	-0.0458527638831131	-0.00694282061935882
ysxC; sinI; dnaK	mrpA; spoIID; spoIIIAC	3	3	0	94	0.0961289650589515	-0.100902846738651	-0.0355884639683182
fapR	yvgT; ytkK; artR; csbB; prpC; ycdC; dhbE; yclK; araQ; ipi; yqaK; yoyB; ytlA; ymaE; cmk; hisH; iolI; cdd; spsA	1	19	0	138	0.191828519611574	-0.0240745716190621	-0.00554089748307332
yutI; yojK	lytG; sacA; divIVA	2	3	0	49	0.0221875356442192	0.57211517138253	0.0182955305424521
pucK; corA	ilvA; catD; yotL; snaA; efeO; pyrC	2	6	0	117	0.145933953808365	0.0933027743958635	-0.00345006113554041
ribU; sspJ; pucI	spoVAEA; purR; ylmH; araR; fluC; leuA; yfiI; conC; fliW	3	9	0	103	0.113213883848709	0.0102061778081658	-0.063426131808078
ftsA; ascR	yjdJ; ptsH; pghL; ykfB; arsB; yunE; ftsX; nagB	2	8	0	117	0.147012081488037	-0.0729950097493375	-0.0197833873151041
dnaB; ygzB; rplB	yrdC; yndA; pyrD; ywzC; yfmP; pucF; ycbJ; cotM; conD; ywrD; pchR; yesF; yusI	3	13	0	158	0.236759047274564	0.0224869667123043	-0.025578711382168
leuC; ycgT	ilvC; xpf; yisZ; ganQ; mrgA	2	5	0	90	0.0880738700977329	-0.000421178471191104	-0.00946745618614786
yosX; yozD	tcyP; yveF; ykvU; padR; phoB	2	5	0	110	0.12957965351388	-0.0130534785933111	-0.065074734644694
tkmA	ytzA; degR; spoVT	1	3	0	120	0.147133782661311	0.410048505285658	-0.213381165314705
yknU; gatB; kbaA	trmB; clpP; yfjT; rplP; levE	3	5	0	117	0.140029368995074	0.132982595710726	-0.116663367480236
	yqjV; cssR	0	2	1	34	0.00604057768907713	0.716083838578583	-1
yumC; ygaO; yhdW	yhxA; yqeI; yfkJ; yozM; ywhL; cinA	3	6	0	110	0.126664133900332	0.0315209300285972	0.0454911754258793
	yoaP; ylaD; cymR; yfjB; yrzP; mtrA; yobL; yheB; ypzA; ywrF; yuiE; qcrB; seaA; citT; degQ; guaC; iolQ; ysnB; tenI; yisY	0	20	0	112	0.141646175461515	0.0286440959679095	-1
yobB; yrhD; yusD	ynaG; pucK; racA; fadF; hisS; yjbK; yvyF	3	7	0	113	0.136881374292895	-0.0658913725533019	-0.00787501219150023
phrF	araD; yorS; gmuG; pepF; rplW; yerB; dnaG; sigKC; dnaE; sufC; mcpA; yhdL	1	12	0	90	0.0903598021975168	-0.00345445594109405	-0.145040762411076
htpX; dxs; yopO	yhjA; albC; yjnA; ytpI; skfC; pbuG; sigKC; opuBB; ydeD; yjbC; birA; yomT; yeaB; bacB; gamP; yyzN; sbcE; ywbB; yycB; fadR; ytzA	3	21	0	126	0.161654092452561	-0.0227903698006037	-0.0182997925388117
ycdG; yvdK	ycbF; ydiM; comEB; clpQ; mreB; ydfM; etfB; thrC; yorK; ksgA; yrdB; lplC; yceE	2	13	0	143	0.196491073533583	0.0521487851781669	-0.0163242699707923
sodF	yrhD; sprA; yueB; yotK; yuzL; htrA; yvlB; plsY; yunD; rsbP; lutA; yoaS; yqbJ; tagH; ylmH	1	15	0	126	0.157320348755019	0.02351011771251	-0.160126556123165
	glxA; mtlD; yyzN; groES; yxeC; yopV; yhcQ; opuAC; xynD; alsS; yusQ; yokF; fpbO; hag; yqjC; citA; ydeI; sacT; accC; ypzF	0	20	0	128	0.175798470986174	0.0226693801383195	-1
yfhC; dnaA	yycA; tagF; gamR; yfkD; skfA; yhzD; ykzM; yoqK; appD; ysnE; ycbL; bltR; frlD; csbC; yvaO; rpmF; mtnE; yvlB; truB; hemD; yxeO; licA	2	22	0	116	0.148115729744941	-0.0130206937542241	0.0395554256562616
ydaS; scoA	epsE; amyX; yqfO; psdA; ybdO; noc; yezA; ybcI; ykvO; dnaK; ppaC; yqxC; obg	2	13	0	116	0.146692691916285	0.114190518158626	-0.175282789774462
ywlD; rhgR; xkdS	rpmJ; sknR; mutY; tagE; spsL; azlC; spsI; purR; mrpA	3	9	0	116	0.148956580272219	0.253055508000122	0.037943167514942
ybdO; ytrD	youA; padC; ydfD; yrkS; yozU; iolA; infC; yusW; sufD; yyzH; ywnA; ygaF; yacD; yneA; ispH; licB; truA; yloC; secDF; yvrP; spo0A; yfhD	2	22	0	131	0.184678164338044	0.0243942267875491	0.0103329938015483
	yrzH; ydaL; yxbF; yxzG; yonS; yqxC; yvrC; glyA; hlpB; padR; yxiF; yorM; prfA; proA; alsR	0	15	0	131	0.175133321641813	0.122075227500417	-1
	gpsA; frlO	0	2	1	31	0.00448764991004701	0.836054659163695	-1
yonT; yuzK; yvbW	qcrC; ydhF; tmrB; mtnW; yfiQ; ydcC; hxlR; ylqD	3	8	0	105	0.121664498017277	-0.00744091511503307	-0.086017761633822
nagB; cwlD	sigKC; yfkM; ybxI	2	3	0	92	0.0910977127484941	0.373352658050401	0.140934098493793
btr; metS	ypkP; mrpD; radC; yjcZ; ybeC; yomF; ybfA; yorS; cimH; yxdM; rpsM; prfA; yngC; yqcA; yojW	2	15	0	137	0.185181600047051	0.0559571071481354	0.0568083362808447
yqeM; pbpF	yoaB; cccB; ynaB; maf; lytH; ydeE; ykzC; yqbS; yusN; yoeD	2	10	0	129	0.171199312250464	-0.0542993605935442	0.0163587725406003
	ywiB; yhcX; lrpC; ribH; sigF; araM; sinR	0	7	0	81	0.0771267362147138	0.14976448694223	-1
ytdA; folB; ywrE	gmuF; rpsU; nifZ; yxzJ; dprA; yqbN/2; yqzM; yqjQ; yvqK; tcyP; bltR; yraI; fliJ; yuiC; ydiO; yteU; birA; yknX; yetK; proA; yclK; yezA; yhgB	3	23	0	125	0.170643803832357	0.0375977479716678	-0.0216483483862793
	rpmF; nhaC; artP; comEB; pksJ; yvzI; rocC; ysnD; ycdG; disA	0	10	0	114	0.140649693153306	-0.0281896222854165	-1
glpP	pksL; rplK; ptb; sdaAA; ywlE; yvbV	1	6	0	120	0.155776399198354	0.0736845597961975	0.140632832703686
yoaC; cwlP; prmC	trpD; ysdB; yoyK/2; opuCC; dltA; yrkP; rplM; ydzA; yopT; spoIIIJ; mfd; sspE; yqeL; ykzH	3	14	0	135	0.176957960261466	-0.0209408320967195	0.145355552929783
yxjB; gerM	sinR; tcyC; ypwA; yoqI; oppB; fliG; nifS; ywaD; pdxS; yfiZ; xkdA; yojA; ansZ; nprB; yraN; pksL; ynaG; ydgD; scoB; gcaD; gntR	2	21	0	114	0.143803246645794	0.0653291458542306	-0.0742307579512744
yolB; ylbI	yvoE; rpmD; yosF; bpsA; rnjA; yjkA; fluC; mdtR; greA; glyA; ydfI; parB; thiV; vmlR; acoR; motA; yrzT; ydcC; thrD; cpgA; ycdB; ylxF; yyaM	2	23	0	133	0.193205769061674	0.0981214047277698	0.253638248637872
mdtR; dnaJ	yetO; alaT; ydgG; yjcO; bsdB; yxeB; motA; ylnD; cheW	2	9	0	108	0.123574164673783	0.0602980766018673	0.207603187305475
yitI; ypsC	fin; fpbQ; yusQ; topB; yxiT/1; aseR; txpA; ysfB; yqgE; yqxD; rpmB; ytwI; sspB; bacE; yqfD; yjcK; flgM; ydaJ; lipM; fadB; ykoT	2	21	0	120	0.153100465529514	-0.00680969597184966	-0.00138509870520958
prpE; ydbD; degS	yqhH; yuxO; sunI; yjcQ; rhgR; spoVAA	3	6	0	78	0.0668908171855338	0.191985412531892	-0.105393853270391
trxA; gpsB; thiU	acpA; tmk; mgsR; mntR; recU; thrZ; salA; ydeS; yutC; aroB; cysE	3	11	0	79	0.0755252812764554	0.0435462565515715	-0.00971478784786517
glnA; yaaL; thiU	gyrB; bstH; yxaJ; ynxB; yqbM; yqaN; sipU; yusT; fliJ; ydiP; ywsA; rpsM; ytmA; yabN; rhgR	3	15	0	95	0.0969407262165511	0.0422097330228771	0.0171863066213717
yxjI	yflA; ylxY; yrhJ; yraH; yjlC; ydiO; mmgB; pyrH; rpsC; ecsB; yyaL; yjcA; yopN; hisB; aprX; ydeJ; yerA; yndA; csbD; yhdA	1	20	0	79	0.0689162003180109	-0.0182157001074548	-0.0383620944131668
yozQ; pstA	zapA; bdbB; yybI; yqaP; opuBC; purF	2	6	0	110	0.135446655737322	0.102755796095254	-0.142509957489937
yodM; ycbU	yhdF; ypqP; yhfA; sr1; yxiJ; yqkD; lysA; sdpR; ywrJ; aroA; blt; fnr; yrvO; ycnB; mcpC; trxA; yjzE; yxiE; rapG	2	19	0	133	0.175445408307394	0.0190744688388727	0.0448967485195002
	aseA; yydF; ykrA; epsA; pta	0	5	0	128	0.161113187255405	-0.0833524906271521	-1
yfmK; ytaB	albD; thiF; yteR; ydzS/1	2	4	0	69	0.0475593561590908	-0.021756228531357	0.039832567701416
yuiE	yobO; mobB; ysnE; rplU; ylmH; yqgP; ylyB; infA; nasF; yybG; yppC; ybdK; yufK; glxA; yfjO; atpG; gmuA	1	17	0	108	0.121313831091672	0.157908714157598	0.166169832596296
ycxD; yqeV	yhcY; cotA	2	2	0	36	0.00837516166304582	0.305232325460444	0.0497140914386863
pspA; yngC	ycnJ; ykzS; mtnE; yfiI; yetL; ywkD; flhB; gmuC; yteU; ytjA; yybG; gbsA; ytxG; ywrJ; mrnC; spoIIIAD; rplN; fecF; ywhL	2	19	0	106	0.130473344757567	0.0227085817515942	0.0576080953613832
	yrzF; yhcN; oppC; sndB; yveF; sigF; rpsQ; secDF; trmR	0	9	0	161	0.224740880839747	-0.0535917069527065	-1
kimA; xtmB; opuCD	gndA; glcU; yjbH; prpC; yabP	3	5	0	59	0.0321622949991907	-0.064234999172187	-0.0708327187451166
	mcpA; yqiK	0	2	1	25	0.00168281353673685	0.957081226096786	-1
proI	kamA; lplJ; ykfB; cotF; xpf; azlB; yoqE; xynD; mntD; ccpN	1	10	0	129	0.165602195701949	-0.054123719733063	0.0853225405903093
tatCY; mtnN	yutD; xkdC; ydfL; rhaR; iolS; yojI; ydgF; fpbQ; yocK; ydcP; glcP; ykuP; yrzA; sppA; yvzH; ybfF; yjzC; thiG; purM; comQ; recU; qoxC	2	22	0	142	0.189133982849719	0.0784610242903423	-0.00549260984361658
nasA; ybxH	nudF; yvaD; xylR; ywnC; yxiJ; yitH; comFA; ytlR; gltP; ypjQ	2	10	0	146	0.194078005843659	-0.0117687547135914	0.0103871715204818
hemB; ywqB	yqcA; epsC; yqxG; rocA; sbp; yonT	2	6	0	97	0.113612395135621	0.378466506607711	0.2720838552341
	sunI; ydeR; ybfA; xylR	0	4	0	106	0.121279605969689	-0.0899642912404547	-1
ynxB; ymfH; levR	yqfU; cgeC; divIB; yndM; gltX; ybaR; ykvO; yhcF; ydgG; glgA; pyrR; ywqH; qoxC; ytcP; yonJ; moaA; yczK; sbcD	3	18	0	127	0.166846230797964	0.0495302836812124	-0.0542047030641151
yqfU	miaA; yvcJ; yozC	1	3	0	30	0.00332809331912621	-0.0274000006828921	-0.370841837110834
gmuD; truB; tsaE	cwlH; yopP; psdA; yrkC; ykvP	3	5	0	101	0.112385843680733	0.140278577352274	-0.00122328955310598
glgB; mtlA; mtrB	cmoI; serB; cydC; ybaC; glnQ; rex; yqaT; yebD; purB; yfjL; yodS; oppD; yndJ; yopF; ymzD; cysE; yitG; pnpA; iseA; ykuC; gltA; comQ; yusW	3	23	0	119	0.149660321400647	-0.00457257844607956	-0.0222699221147943
fabD; ugtP	fhuC; conE; gpr; maa; ywhD; maeA; ypwA; yhfK; yydH; opuBA; nrnA; yobN; oxdD	2	13	0	124	0.160191005009107	-0.00503291097928025	0.0906944908815112
yrvJ; yhzC	mmgA; rsbQ; ymfK/1; yomE; yqjN; mmgB; yubC; ktrA; yktD; yyzJ; thiU; spo0M	2	12	0	116	0.146411014821312	-0.0508397512437676	-0.0298878213526412
yugI; ygaD; ycdC	yobR; gsaB; ymaE; yoqA; cotE; yqfT; yrdB; ywbO; rplB; ylaJ; ohrA; cssS; psdR; qoxA; yrhC; yopX; ylyB	3	17	0	133	0.191405897077445	0.0156505145581465	0.0908035037047841
tcyC	thdF; htpX; ylbK; catE; fabHA; narH; yjcM; yosR; epsE; cggR; yhjO; ytdA; bacA; ptsI; yumB; yqaN	1	16	0	100	0.111123817572639	0.0212004241688083	0.120291981506709
	thiV; sdhC; fliZ; uvrX; whiA; ybeF; pyrG; dgcP; zinT; spoIIAB; tepA; aapA; ylaL; ypiP; ydzS/1; yraO	0	16	0	144	0.203652912348877	-0.00166186028517024	-1
ndk; levG	yxiP; fin; ywlB; yvaD; ydgF; yfiI; hemAT; ynzK; yqfT; bdbB; copA; yuzB; ybxI; yneK; ybeF; ydfL	2	16	0	145	0.200386625058957	-0.0134279542379716	0.00525627374252802
gltB; ywcE; yydJ	yugI; epsG; resD; thrR; xkdE; yojA	3	6	0	91	0.0966210031032016	0.157679136782365	-0.0551279529393401
	capA; yunD; yonU	0	3	0	107	0.134080088529001	0.0570414882571578	-1
abfA	ypiF; yopH; rplD; yuzM; maeN; iolC; gdh; hemL; ywgA	1	9	0	103	0.115632801655603	-0.0240767748209341	-0.0641305727334548
cssR; yukJ; cotS	yugT; prsW; yczJ; yobK; yefB; ydaT; yfiS; ydjP; fabHB; ylxW; infA; ytbD; yonI; csaA; yhzB; yopL	3	16	0	114	0.140293624808685	-0.00889991802085298	-0.0525235178100067
ptsG; abn2; yqeK	yrdB; pucF; yonI; yhdW; conC; spoIVFA; bhlB; rhiN; trpC; cydB; yshB; yoqL; map; rpoY; ykoV; ypvA; fliE; cheR; yvkC; fruR; htrC; recQ	3	22	0	133	0.17696563632535	0.0103421093139608	0.0142565807909577
sdpI; yjfC	phy; yorR; hpf; ycdF; yteU; ydzP; mleN; ykuN; yckA; bstB; yezF; yfkF; yczH; yopQ; tepA; mhqP; pssA; yxdM; yjmF; hxlR; pucC; yqkA	2	22	0	129	0.174080667847193	0.0254233846048106	0.0101458679033156
yuiB; yhjE	yosS; yojI	2	2	0	47	0.0206292280835299	0.412879367131197	-0.334823474927386
spsA; pksA; oxdD	yqfW; ynzK; leuC	3	3	0	85	0.077365643732207	-0.0164088430406105	0.114964603657117
rtp; ddcA; yhdY	sufD; yotB; sspI; ycbD; yktD	3	5	0	116	0.145304057754737	-0.0349562794336341	-0.0403853923540667
	ppsE; yonP; purR; yqjD; ypmS; fliQ	0	6	0	107	0.120102304234987	0.0798306674170635	-1
yyaE	ykoT; adaA; ydiG; ynzK; ndhF; yitS; dgkB; epsL; yqxH; ywhD; ripX; yvdQ; yopN	1	13	0	128	0.174806038977138	0.0608939759419028	0.041537028991087
	sndB; ybeF; purR; gerPD; yvgN; yybB; gerQ; ycbP; ndk; yosW; glgA; gerPE; yloS; txpA; gntK; rpsM; ppsB; yqzG; mccA; yqaL; ymfC	0	21	0	113	0.136793942336641	-0.00737163786844623	-1
prfB	dck; proA; ydcA; yosM; parA; flgB; yxeO; yjcP; pabA; yhjR; kimA; yesZ; ycdG; yqjY; yqbH; ymfK/1; ypuI; rplJ; ycdC	1	19	0	123	0.157338795936243	0.0710527041228864	0.221478180064207
mcpB	yslB; flhA; glcP; upp; pyrH; hepS; ydzA; spoIIIL; queC; glnL; spoIIIAD; yqeY; yfjF; besA; divIC	1	15	0	147	0.209206230875875	-0.00394765448101008	-0.0389733480801835
	nrnB; yusQ; yteA; yomQ; cwlQ; yydF; narH	0	7	0	79	0.0696956191449874	0.104169366250863	-1
gidB; rnpA	csbB; tgl; ymaD; ispE; yetM; ylxR; yoxC; yolJ; lytB; fhuD; rtpA; tcyB; niaP; spoVT; metN	2	15	0	149	0.21241605225853	0.0984543208677364	0.299127166427358
ywzH; yeeA; rnz	rbsA; yqaM; yonR; ycbH; yolC; ackA; yfmT; pabC; rapI; rocC; rpsM; yoyE; yngH; ydgH; ywjA; yunE; yfmM	3	17	0	114	0.133523234762239	0.0374981485011261	0.258872492309758
atpB; yraK	yitC; yddI; araB; ydcA; ydhB; pssA; ydeO; ftsX; recD2; yxiJ; ymaD; ypiP; cwlQ; fliW	2	14	0	106	0.126840143340396	0.130082811515705	-0.102936419356384
	glnQ; yoqX; yfjL; queE; sspH; yhaI; ybcC; yddK; yqgB; ldh; pucC; fpbO; txpA; albA; ydfJ; secY; sleB; yybN; ydaC; buk	0	20	0	116	0.144942297492468	-0.00434706040459559	-1
dnaN; hxlA	ppsE; ssuB; yrkD; ligB; pdeH; yraH	2	6	0	150	0.221380707461047	0.0434667171199121	0.221248859720275
	tilS; ymaF; yfhA; kduI; ydbJ; yrvO; udk; ydfK; patA	0	9	0	156	0.223057793796462	0.0408825058610973	-1
sigE	ydzX; yusW; yizB; murC; yoqB; ymzC; yncB; nasE; cotJC	1	9	0	133	0.184383669744173	-0.0237977860328101	0.132693353508714
pyrG	ydjO; bstC; gerKA; comX; yrkK; yqzO; mtnB; yezC	1	8	0	97	0.100835937846259	0.0413791438954343	-0.259130275405853
	gntR; pghZ; addB; mdh; yqgA; alkA; yndD; helD; hag; yqzC; fliS; ydzH; cwlO; yobO; yxbD; ywpE; pksC; ywmC; yrbE; yfkR; yxzJ; khtT	0	22	0	85	0.0787700606192176	-0.00445342959607474	-1
	thiI; yabC; brnQ; yitY; ywzB; yktC; blyA; yqfD; ruvA; rplF; cca; skfH; yacO; obg; tkmA; nrgB; ykzL; yueH; pyrR; yuaI	0	20	0	117	0.15191339100736	0.071404952842447	-1
ytoI; yeeF; mreC	ywpE; yjcR; ylxF; yumC; pnpA; yojE; tsaB; yxdL; tuaA/1; cspC; gmuC; yvaG; tmk	3	13	0	116	0.14301992210511	0.186457552525748	0.177681657798292
tsaE; yorE; yvdQ	ycbC; yvzI; pncB; yopZ; yusN; bslA; ywaA; albE; argG; pyrP; yfnH; yrvC; ymxH; yqzO; yvfT; rpsJ; ftsZ; purM; degR; yvcJ; dltA	3	21	0	102	0.118296595245694	0.021063317378257	0.0162781640897368
	mleA; ypbG; yqeF; ybcH; yrkK; yqgP; ylmH; epsK; glcR; ywdE; sigZ; thiC; flgE; lepA; mtnU; iolE; hxlA; amhX; yuzK; yqaL; amyE; yppC	0	22	0	112	0.133342859819156	0.0630064850997987	-1
	walI; pyrK; yvzF; sdhB; yrhK; malS; rapK; truA; yrrK; hemB; minD; niaP; yoaM; pbuE; spoVV; yobU; ybaC; opuCC; tgt; ksgA	0	20	0	135	0.186351334239537	0.105487632135369	-1
malR	yqbM; ykkB; yozY; czrA; ywsA; yonT; dnaA; recQ; mcsA; iolE; sndA; aimR; hypR; galK; ahpC; bglP	1	16	0	149	0.212050766384913	0.124117459698446	0.187853741399013
fruR; yjcZ	argJ; yxeI; yneT; csbC; rpmD; ycbM; amiE; ywnA; ykkC; gndA; spoIISB; gmuE; mscL; ftsE; yydI; rhiL; gdpP; ybfE; sdpC; yuiA; tsaB; comGF	2	22	0	127	0.16714979506441	-0.020222554109447	0.00551857550992471
ssuB	bstD; ykcC; ydiR; yneN; yitV; rpmEB; yoaK; comER; clpY; ykvQ	1	10	0	156	0.223901870952679	0.0390187757412858	0.056956268454342
argH; rplO; mleN	ywqJ; yrkC; resC; comER; yfhL; ypzA; yomW; kipR; spoIVA; yosU; ykvS; bmrR; pdhA	3	13	0	132	0.17537438760315	-0.0116849403750706	-0.0608535759652449
thiL	yfmQ; mtrB; thiG; tufA; amyC; hprT; sigV	1	7	0	75	0.0640743393632041	-0.0136664720211715	0.121444561451909
menH; yvrD	guaD; yczO; yuzK; sleB; ydzJ; icd; dhbA; rsbRD; yhdJ; yfhL; yvgO; xhlA; mtnN; yoaG; mtlR; lplC; phoC; yfkT; ydzQ	2	19	0	128	0.169685541669234	0.0282837847213632	-0.107186532775539
cydB	ytcD; bioW; comP; trxA; divIC; yjbC; panC; cheV; glnK; mdtP; yjzE; ytzG; iolC; ywcH; abh; msrA; hemE; pyrE; ycgT; albD	1	20	0	160	0.227177227812784	0.0327388140800785	0.157512764191107
ispC	yqjP; yfmK; yoaO; queF; spsC; gerPF; cydD; bioA; yngHB; sigI; rpsM; bsdC; ynzB; levG; ynzF; yneI; moaA; yrrO; yheG; znuB; pksE; feuA; qcrB	1	23	0	110	0.135232364292201	-0.0158850196222763	-0.016750759391999
sspB	yoaS; fadF; ftsZ; ycgK; yhxA; hemZ; prs; spoVAEA; yitH; hxlA; ycbK; yjcK; ycgB; yjlB; ydfE; yraK; padC	1	17	0	158	0.228591318411422	0.0976288111894522	-0.015510747101647
mrpG	yfhS; yisR; albF; malL; ykuP; ycgB; yrrN; ydeR; araR; mpr; tlpC; ydjJ; yjcN; fusA; hisH; luxS; ybgG; rhaR; rbsC; fliM	1	20	0	139	0.190596184063396	-0.0111890968829374	0.0976979858075719
gamP	yobA; flgC; yjbB; ydbP; yppG; pdhD; scoB; kinA; ypiP; yfiZ; yflD	1	11	0	80	0.0737666879884254	-0.00122638849735468	0.157506336284627
yngA	bstA; yvrJ; yaaO; yutC; xynA; pftA; yabB; uxaA; spoIIIAC; bglP; ydeB; gerPA; ybcM; bceS; epsK; yrzN; yrzE; yrkA; yoeD	1	19	0	124	0.159203415874945	0.0376316058452655	0.118890429806954
	yheG; yetM; ybfF; yqfX; gerPB; spo0E; pnpA; besA; ytrD; ywnG; gabP; moeB; yloV; lytA; sdpB; iolJ; yhaQ; ydaP; ykkE; yttA; yxlF	0	21	0	139	0.19887732465655	0.00677231054795417	-1
uppS; yotG; ydgC	ypzH; ylaN; yezG; ymfC; rhiN; yolJ; yhcM; yrbG; swrA; gntZ; infC; yjiC; ycgJ; ytkL; yxkH; ykoA; ywbH; ybcF; ywrO; yhdP; yobN; ligB; spoVT	3	23	0	118	0.148857909230281	0.0063013596904711	0.0425692821905436
	mraZ; yisP; yodT; yobA; yugT; yuzI; yvnB; alr; yrbC; yfjC; yeeA; ispF; xkdR; spoIIIL; yugP; thiE; atpE; yhfO; gltR	0	19	0	151	0.215676503605277	0.0453949945263622	-1
ylaF	yydB; ylyA; rhaM; yolB; yfjT; ytzL; pfeT; mgsA; yxdK; sndC; sbcD; bstG; ydeB; ribA; cpgA; ydeD; ykzM; vpr; ymaG	1	19	0	112	0.133089965362422	-0.0207558142430575	-0.0247773754060068
	ytiB; yfnG; deaD; yobL; yxeA; yqeB; yxzG; iolB; fhuG; bkdAB; yqbJ	0	11	0	139	0.19847601841676	0.0461097199851071	-1
mscL; yclJ; yomH	ymaE; pheA; yqaK; ytkL; yvbT	3	5	0	147	0.208329235213964	0.27181081186824	0.388932609907275
flhG; yngE	yesF; ftsA; yodU; ydzW/1; yhcM; pstBB; yvzC	2	7	0	130	0.173411103754485	-0.0792208760410723	-0.126279119285583
resA	yxdM; htrC; yqcE; yxeF; yuiE; atpB; comGF; ybgG; yutD; yydH; ydeQ; mhqN; cspR; yxiJ; yclG	1	15	0	131	0.169313846902435	0.0037141815581611	0.144354914376558
znuA; cccA	tlp; uvrB; yfiZ; yjzK; hbuT	2	5	0	134	0.181814215939029	0.109109527000434	0.136116850095233
yufS; ydcA	xkdJ; ywqI; mccB; ygzA; ykoM; mmgF; yjdA; yddR; yhcT; yhaJ; rpmF; motS; ydcI; ykcC	2	14	0	155	0.214867169053868	0.137439642781189	0.202563289791305
yhdA	sspB; yazA; yozJ	1	3	0	97	0.105994186725117	0.146012592970951	-0.123598345341742
disA; yddM; ypeP	glpF; lnrM; phrH; pstA; yqhO; yvaO; cypX; yneQ; cheB; ybcC; yxkF	3	11	0	113	0.135608089090646	0.0287194612670406	-0.0301496434881042
ispC	yqhV; yuzI	1	2	1	38	0.0100851450481066	0.999471318922779	-0.196124693748276
dltE; yfjN	yjgD; rplV; mrpA; ynzB	2	4	0	96	0.101214769190509	-0.0486338674387943	0.302174190164614
	yoaE; yomR; phoD; cotD; rplO; brxB; nagA; mrpF; ywbF; ylxX; gabP; yesF; bceS; yknT; yokU; gudB; ydzW/5; tlpB	0	18	0	143	0.211824512275564	0.0114703670711714	-1
	pucD; yqgM; aroA; fecE; yycD; ywtE; ssuB; ymfJ; glpK; valS; yydG; ydaP; yqhG; parC; yusQ; cca; rpsT; priA	0	18	0	129	0.175108522240638	0.0260704031781541	-1
gltB	ylaC; opuCA; csoR; fliL; ycxD; yqkC; addB; yhcW; fadA; ylaE; ywlG; yrhJ; yxbA; yppD; pcrB; yosP; iolU	1	17	0	137	0.190321829064777	0.0374838802778128	0.0514738443481297
asnO	yomQ; ydhU/1; yclJ; pksE; spoVAD; yqhR; yxzG; ytoI; motI; iolD; bmrD; hprT; ybfG; mcpA; bcrC; bacD; ytnP; bslA; thiF; frlN	1	20	0	113	0.147712209885923	-0.00293082137314522	-0.0952836325439078
yrkJ; yozD; mprF	yoyJ; bstA; skfE; yorA; yobA; ynfE; yfhL; cwlD; walR; cwlJ; fliF; rocB; ybbK; cdaR; yclI; gerAC; yoaQ; yuiC	3	18	0	134	0.195156478474702	0.0149950860200747	-0.0221645358316542
yocD	yxkA; ynaG; yjiB; xkzB; ykuR; spoIISA; nadA; pxpB; ydbC; araP; pgi; rplT; accB; yfmS; pucH; rsfA	1	16	0	94	0.10127430185635	0.0220079259790994	0.106660191869652
ypuC/2; trxA	xynD; gntZ; ybaJ; yjlA; yfkD; ganS; yoaK; yueG; psdA; ydzU; yitG	2	11	0	150	0.238807444925959	0.0863965764541064	0.0595336052997419
frr; mrpA; ydfK	yxeO; dnaC; yoqE; minJ; ysnD; yqxD; bdbD; ytiB; ysdA; ymfC; yqkE; tpx; eno; ydfR; cheY; csbA; purH; yorH; ykoQ; rpsH; yotG	3	21	0	118	0.150317995947133	0.0659423175928745	0.253125962952598
